id,Name,Height(m),Weight{kg},HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Type_1,Type_2,Is_Legendary,Is_Mythical,Egg_Group_1,Egg_Group_2,Generation,Capture_Rate,Base_Happiness,Is_Baby,Egg_Cycles,Past_Type,Is_Pseudo_Legendary,Total_Stats
431,Glameow,0.5,3.9,49,55,42,42,37,85,Normal,,False,False,Ground,,Gen-4,190,70,False,20,,False,310
432,Purugly,1.0,43.8,71,82,64,64,59,112,Normal,,False,False,Ground,,Gen-4,75,70,False,20,,False,452
433,Chingling,0.2,0.6,45,30,50,65,50,45,Psychic,,False,False,No-eggs,,Gen-4,120,70,True,25,,False,285
434,Stunky,0.4,19.2,63,63,47,41,41,74,Poison,Dark,False,False,Ground,,Gen-4,225,70,False,20,,False,329
435,Skuntank,1.0,38.0,103,93,67,71,61,84,Poison,Dark,False,False,Ground,,Gen-4,60,70,False,20,,False,479
436,Bronzor,0.5,60.5,57,24,86,24,86,23,Steel,Psychic,False,False,Mineral,,Gen-4,255,70,False,20,,False,300
437,Bronzong,1.3,187.0,67,89,116,79,116,33,Steel,Psychic,False,False,Mineral,,Gen-4,90,70,False,20,,False,500
438,Bonsly,0.5,15.0,50,80,95,10,45,10,Rock,,False,False,No-eggs,,Gen-4,255,70,True,20,,False,290
439,Mime-jr,0.6,13.0,20,25,45,70,90,60,Psychic,Fairy,False,False,No-eggs,,Gen-4,145,70,True,25,Psychic,False,310
440,Happiny,0.6,24.4,100,5,5,15,65,30,Normal,,False,False,No-eggs,,Gen-4,130,140,True,40,,False,220
441,Chatot,0.5,1.9,76,65,45,92,42,91,Normal,Flying,False,False,Flying,,Gen-4,30,35,False,20,,False,411
442,Spiritomb,1.0,108.0,50,92,108,92,108,35,Ghost,Dark,False,False,Indeterminate,,Gen-4,100,70,False,30,,False,485
443,Gible,0.7,20.5,58,70,45,40,45,42,Dragon,Ground,False,False,Monster,Dragon,Gen-4,45,70,False,40,,False,300
444,Gabite,1.4,56.0,68,90,65,50,55,82,Dragon,Ground,False,False,Monster,Dragon,Gen-4,45,70,False,40,,False,410
445,Garchomp,1.9,95.0,108,130,95,80,85,102,Dragon,Ground,False,False,Monster,Dragon,Gen-4,45,70,False,40,,True,600
446,Munchlax,0.6,105.0,135,85,40,40,85,5,Normal,,False,False,No-eggs,,Gen-4,50,70,True,40,,False,390
447,Riolu,0.7,20.2,40,70,40,35,40,60,Fighting,,False,False,No-eggs,,Gen-4,75,70,True,25,,False,285
448,Lucario,1.2,54.0,70,110,70,115,70,90,Fighting,Steel,False,False,Ground,Humanshape,Gen-4,45,70,False,25,,False,525
449,Hippopotas,0.8,49.5,68,72,78,38,42,32,Ground,,False,False,Ground,,Gen-4,140,70,False,30,,False,330
450,Hippowdon,2.0,300.0,108,112,118,68,72,47,Ground,,False,False,Ground,,Gen-4,60,70,False,30,,False,525
451,Skorupi,0.8,12.0,40,50,90,30,55,65,Poison,Bug,False,False,Bug,Water3,Gen-4,120,70,False,20,,False,330
452,Drapion,1.3,61.5,70,90,110,60,75,95,Poison,Dark,False,False,Bug,Water3,Gen-4,45,70,False,20,,False,500
453,Croagunk,0.7,23.0,48,61,40,61,40,50,Poison,Fighting,False,False,Humanshape,,Gen-4,140,100,False,10,,False,300
454,Toxicroak,1.3,44.4,83,106,65,86,65,85,Poison,Fighting,False,False,Humanshape,,Gen-4,75,70,False,20,,False,490
455,Carnivine,1.4,27.0,74,100,72,90,72,46,Grass,,False,False,Plant,,Gen-4,200,70,False,25,,False,454
456,Finneon,0.4,7.0,49,49,56,49,61,66,Water,,False,False,Water2,,Gen-4,190,70,False,20,,False,330
457,Lumineon,1.2,24.0,69,69,76,69,86,91,Water,,False,False,Water2,,Gen-4,75,70,False,20,,False,460
458,Mantyke,1.0,65.0,45,20,50,60,120,50,Water,Flying,False,False,No-eggs,,Gen-4,25,70,True,25,,False,345
459,Snover,1.0,50.5,60,62,50,62,60,40,Grass,Ice,False,False,Monster,Plant,Gen-4,120,70,False,20,,False,334
460,Abomasnow,2.2,135.5,90,92,75,92,85,60,Grass,Ice,False,False,Monster,Plant,Gen-4,60,70,False,20,,False,494
461,Weavile,1.1,34.0,70,120,65,45,85,125,Dark,Ice,False,False,Ground,,Gen-4,45,35,False,20,,False,510
462,Magnezone,1.2,180.0,70,70,115,130,90,60,Electric,Steel,False,False,Mineral,,Gen-4,30,70,False,20,,False,535
463,Lickilicky,1.7,140.0,110,85,95,80,95,50,Normal,,False,False,Monster,,Gen-4,30,70,False,20,,False,515
464,Rhyperior,2.4,282.8,115,140,130,55,55,40,Ground,Rock,False,False,Monster,Ground,Gen-4,30,70,False,20,,False,535
465,Tangrowth,2.0,128.6,100,100,125,110,50,50,Grass,,False,False,Plant,,Gen-4,30,70,False,20,,False,535
466,Electivire,1.8,138.6,75,123,67,95,85,95,Electric,,False,False,Humanshape,,Gen-4,30,70,False,25,,False,540
467,Magmortar,1.6,68.0,75,95,67,125,95,83,Fire,,False,False,Humanshape,,Gen-4,30,70,False,25,,False,540
468,Togekiss,1.5,38.0,85,50,95,120,115,80,Fairy,Flying,False,False,Flying,Fairy,Gen-4,30,70,False,10,Normal,False,545
469,Yanmega,1.9,51.5,86,76,86,116,56,95,Bug,Flying,False,False,Bug,,Gen-4,30,70,False,20,,False,515
470,Leafeon,1.0,25.5,65,110,130,60,65,95,Grass,,False,False,Ground,,Gen-4,45,35,False,35,,False,525
471,Glaceon,0.8,25.9,65,60,110,130,95,65,Ice,,False,False,Ground,,Gen-4,45,35,False,35,,False,525
472,Gliscor,2.0,42.5,75,95,125,45,75,95,Ground,Flying,False,False,Bug,,Gen-4,30,70,False,20,,False,510
473,Mamoswine,2.5,291.0,110,130,80,70,60,80,Ice,Ground,False,False,Ground,,Gen-4,50,70,False,20,,False,530
474,Porygon-z,0.9,34.0,85,80,70,135,75,90,Normal,,False,False,Mineral,,Gen-4,30,70,False,20,,False,535
475,Gallade,1.6,52.0,68,125,65,65,115,80,Psychic,Fighting,False,False,Humanshape,Indeterminate,Gen-4,45,35,False,20,,False,518
476,Probopass,1.4,340.0,60,55,145,75,150,40,Rock,Steel,False,False,Mineral,,Gen-4,60,70,False,20,,False,525
477,Dusknoir,2.2,106.6,45,100,135,65,135,45,Ghost,,False,False,Indeterminate,,Gen-4,45,35,False,25,,False,525
478,Froslass,1.3,26.6,70,80,70,80,70,110,Ice,Ghost,False,False,Fairy,Mineral,Gen-4,75,70,False,20,,False,480
479,Rotom,0.3,0.3,50,50,77,95,77,91,Electric,Ghost,False,False,Indeterminate,,Gen-4,45,70,False,20,,False,440
480,Uxie,0.3,0.3,75,75,130,75,130,95,Psychic,,True,False,No-eggs,,Gen-4,3,140,False,80,,False,580
481,Mesprit,0.3,0.3,80,105,105,105,105,80,Psychic,,True,False,No-eggs,,Gen-4,3,140,False,80,,False,580
482,Azelf,0.3,0.3,75,125,70,125,70,115,Psychic,,True,False,No-eggs,,Gen-4,3,140,False,80,,False,580
483,Dialga,5.4,683.0,100,120,120,150,100,90,Steel,Dragon,True,False,No-eggs,,Gen-4,3,0,False,120,,False,680
484,Palkia,4.2,336.0,90,120,100,150,120,100,Water,Dragon,True,False,No-eggs,,Gen-4,3,0,False,120,,False,680
485,Heatran,1.7,430.0,91,90,106,130,106,77,Fire,Steel,True,False,No-eggs,,Gen-4,3,100,False,10,,True,600
486,Regigigas,3.7,420.0,110,160,110,80,110,100,Normal,,True,False,No-eggs,,Gen-4,3,0,False,120,,False,670
487,Giratina-altered,4.5,750.0,150,100,120,100,120,90,Ghost,Dragon,True,False,No-eggs,,Gen-4,3,0,False,120,,False,680
488,Cresselia,1.5,85.6,120,70,110,75,120,85,Psychic,,True,False,No-eggs,,Gen-4,3,100,False,120,,False,580
489,Phione,0.4,3.1,80,80,80,80,80,80,Water,,False,True,Water1,Fairy,Gen-4,30,70,False,40,,False,480
490,Manaphy,0.3,1.4,100,100,100,100,100,100,Water,,False,True,Water1,Fairy,Gen-4,3,70,False,10,,True,600
491,Darkrai,1.5,50.5,70,90,90,135,90,125,Dark,,False,True,No-eggs,,Gen-4,3,0,False,120,,True,600
492,Shaymin-land,0.2,2.1,100,100,100,100,100,100,Grass,,False,True,No-eggs,,Gen-4,45,100,False,120,,True,600
493,Arceus,3.2,320.0,120,120,120,120,120,120,Normal,,False,True,No-eggs,,Gen-4,3,0,False,120,,False,720
494,Victini,0.4,4.0,100,100,100,100,100,100,Psychic,Fire,False,True,No-eggs,,Gen-5,3,100,False,120,,True,600
495,Snivy,0.6,8.1,45,45,55,45,55,63,Grass,,False,False,Ground,Plant,Gen-5,45,70,False,20,,False,308
496,Servine,0.8,16.0,60,60,75,60,75,83,Grass,,False,False,Ground,Plant,Gen-5,45,70,False,20,,False,413
497,Serperior,3.3,63.0,75,75,95,75,95,113,Grass,,False,False,Ground,Plant,Gen-5,45,70,False,20,,False,528
498,Tepig,0.5,9.9,65,63,45,45,45,45,Fire,,False,False,Ground,,Gen-5,45,70,False,20,,False,308
499,Pignite,1.0,55.5,90,93,55,70,55,55,Fire,Fighting,False,False,Ground,,Gen-5,45,70,False,20,,False,418
500,Emboar,1.6,150.0,110,123,65,100,65,65,Fire,Fighting,False,False,Ground,,Gen-5,45,70,False,20,,False,528
501,Oshawott,0.5,5.9,55,55,45,63,45,45,Water,,False,False,Ground,,Gen-5,45,70,False,20,,False,308
502,Dewott,0.8,24.5,75,75,60,83,60,60,Water,,False,False,Ground,,Gen-5,45,70,False,20,,False,413
503,Samurott,1.5,94.6,95,100,85,108,70,70,Water,,False,False,Ground,,Gen-5,45,70,False,20,,False,528
504,Patrat,0.5,11.6,45,55,39,35,39,42,Normal,,False,False,Ground,,Gen-5,255,70,False,15,,False,255
505,Watchog,1.1,27.0,60,85,69,60,69,77,Normal,,False,False,Ground,,Gen-5,255,70,False,20,,False,420
506,Lillipup,0.4,4.1,45,60,45,25,45,55,Normal,,False,False,Ground,,Gen-5,255,70,False,15,,False,275
507,Herdier,0.9,14.7,65,80,65,35,65,60,Normal,,False,False,Ground,,Gen-5,120,70,False,15,,False,370
508,Stoutland,1.2,61.0,85,110,90,45,90,80,Normal,,False,False,Ground,,Gen-5,45,70,False,15,,False,500
509,Purrloin,0.4,10.1,41,50,37,50,37,66,Dark,,False,False,Ground,,Gen-5,255,70,False,20,,False,281
510,Liepard,1.1,37.5,64,88,50,88,50,106,Dark,,False,False,Ground,,Gen-5,90,70,False,20,,False,446
511,Pansage,0.6,10.5,50,53,48,53,48,64,Grass,,False,False,Ground,,Gen-5,190,70,False,20,,False,316
512,Simisage,1.1,30.5,75,98,63,98,63,101,Grass,,False,False,Ground,,Gen-5,75,70,False,20,,False,498
513,Pansear,0.6,11.0,50,53,48,53,48,64,Fire,,False,False,Ground,,Gen-5,190,70,False,20,,False,316
514,Simisear,1.0,28.0,75,98,63,98,63,101,Fire,,False,False,Ground,,Gen-5,75,70,False,20,,False,498
515,Panpour,0.6,13.5,50,53,48,53,48,64,Water,,False,False,Ground,,Gen-5,190,70,False,20,,False,316
516,Simipour,1.0,29.0,75,98,63,98,63,101,Water,,False,False,Ground,,Gen-5,75,70,False,20,,False,498
517,Munna,0.6,23.3,76,25,45,67,55,24,Psychic,,False,False,Ground,,Gen-5,190,70,False,10,,False,292
518,Musharna,1.1,60.5,116,55,85,107,95,29,Psychic,,False,False,Ground,,Gen-5,75,70,False,10,,False,487
519,Pidove,0.3,2.1,50,55,50,36,30,43,Normal,Flying,False,False,Flying,,Gen-5,255,70,False,15,,False,264
520,Tranquill,0.6,15.0,62,77,62,50,42,65,Normal,Flying,False,False,Flying,,Gen-5,120,70,False,15,,False,358
521,Unfezant,1.2,29.0,80,115,80,65,55,93,Normal,Flying,False,False,Flying,,Gen-5,45,70,False,15,,False,488
522,Blitzle,0.8,29.8,45,60,32,50,32,76,Electric,,False,False,Ground,,Gen-5,190,70,False,20,,False,295
523,Zebstrika,1.6,79.5,75,100,63,80,63,116,Electric,,False,False,Ground,,Gen-5,75,70,False,20,,False,497
524,Roggenrola,0.4,18.0,55,75,85,25,25,15,Rock,,False,False,Mineral,,Gen-5,255,70,False,15,,False,280
525,Boldore,0.9,102.0,70,105,105,50,40,20,Rock,,False,False,Mineral,,Gen-5,120,70,False,15,,False,390
526,Gigalith,1.7,260.0,85,135,130,60,80,25,Rock,,False,False,Mineral,,Gen-5,45,70,False,15,,False,515
527,Woobat,0.4,2.1,65,45,43,55,43,72,Psychic,Flying,False,False,Ground,Flying,Gen-5,190,70,False,15,,False,323
528,Swoobat,0.9,10.5,67,57,55,77,55,114,Psychic,Flying,False,False,Ground,Flying,Gen-5,45,70,False,15,,False,425
529,Drilbur,0.3,8.5,60,85,40,30,45,68,Ground,,False,False,Ground,,Gen-5,120,70,False,20,,False,328
530,Excadrill,0.7,40.4,110,135,60,50,65,88,Ground,Steel,False,False,Ground,,Gen-5,60,70,False,20,,False,508
531,Audino,1.1,31.0,103,60,86,60,86,50,Normal,,False,False,Fairy,,Gen-5,255,70,False,20,,False,445
532,Timburr,0.6,12.5,75,80,55,25,35,35,Fighting,,False,False,Humanshape,,Gen-5,180,70,False,20,,False,305
533,Gurdurr,1.2,40.0,85,105,85,40,50,40,Fighting,,False,False,Humanshape,,Gen-5,90,70,False,20,,False,405
534,Conkeldurr,1.4,87.0,105,140,95,55,65,45,Fighting,,False,False,Humanshape,,Gen-5,45,70,False,20,,False,505
535,Tympole,0.5,4.5,50,50,40,50,40,64,Water,,False,False,Water1,,Gen-5,255,70,False,20,,False,294
536,Palpitoad,0.8,17.0,75,65,55,65,55,69,Water,Ground,False,False,Water1,,Gen-5,120,70,False,20,,False,384
537,Seismitoad,1.5,62.0,105,95,75,85,75,74,Water,Ground,False,False,Water1,,Gen-5,45,70,False,20,,False,509
538,Throh,1.3,55.5,120,100,85,30,85,45,Fighting,,False,False,Humanshape,,Gen-5,45,70,False,20,,False,465
539,Sawk,1.4,51.0,75,125,75,30,75,85,Fighting,,False,False,Humanshape,,Gen-5,45,70,False,20,,False,465
540,Sewaddle,0.3,2.5,45,53,70,40,60,42,Bug,Grass,False,False,Bug,,Gen-5,255,70,False,15,,False,310
541,Swadloon,0.5,7.3,55,63,90,50,80,42,Bug,Grass,False,False,Bug,,Gen-5,120,70,False,15,,False,380
542,Leavanny,1.2,20.5,75,103,80,70,80,92,Bug,Grass,False,False,Bug,,Gen-5,45,70,False,15,,False,500
543,Venipede,0.4,5.3,30,45,59,30,39,57,Bug,Poison,False,False,Bug,,Gen-5,255,70,False,15,,False,260
544,Whirlipede,1.2,58.5,40,55,99,40,79,47,Bug,Poison,False,False,Bug,,Gen-5,120,70,False,15,,False,360
545,Scolipede,2.5,200.5,60,100,89,55,69,112,Bug,Poison,False,False,Bug,,Gen-5,45,70,False,20,,False,485
546,Cottonee,0.3,0.6,40,27,60,37,50,66,Grass,Fairy,False,False,Plant,Fairy,Gen-5,190,70,False,20,Grass,False,280
547,Whimsicott,0.7,6.6,60,67,85,77,75,116,Grass,Fairy,False,False,Plant,Fairy,Gen-5,75,70,False,20,Grass,False,480
548,Petilil,0.5,6.6,45,35,50,70,50,30,Grass,,False,False,Plant,,Gen-5,190,70,False,20,,False,280
549,Lilligant,1.1,16.3,70,60,75,110,75,90,Grass,,False,False,Plant,,Gen-5,75,70,False,20,,False,480
550,Basculin-red-striped,1.0,18.0,70,92,65,80,55,98,Water,,False,False,Water2,,Gen-5,25,70,False,40,,False,460
551,Sandile,0.7,15.2,50,72,35,35,35,65,Ground,Dark,False,False,Ground,,Gen-5,180,70,False,20,,False,292
552,Krokorok,1.0,33.4,60,82,45,45,45,74,Ground,Dark,False,False,Ground,,Gen-5,90,70,False,20,,False,351
553,Krookodile,1.5,96.3,95,117,80,65,70,92,Ground,Dark,False,False,Ground,,Gen-5,45,70,False,20,,False,519
554,Darumaka,0.6,37.5,70,90,45,15,45,50,Fire,,False,False,Ground,,Gen-5,120,70,False,20,,False,315
555,Darmanitan-standard,1.3,92.9,105,140,55,30,55,95,Fire,,False,False,Ground,,Gen-5,60,70,False,20,,False,480
556,Maractus,1.0,28.0,75,86,67,106,67,60,Grass,,False,False,Plant,,Gen-5,255,70,False,20,,False,461
557,Dwebble,0.3,14.5,50,65,85,35,35,55,Bug,Rock,False,False,Bug,Mineral,Gen-5,190,70,False,20,,False,325
558,Crustle,1.4,200.0,70,105,125,65,75,45,Bug,Rock,False,False,Bug,Mineral,Gen-5,75,70,False,20,,False,485
559,Scraggy,0.6,11.8,50,75,70,35,70,48,Dark,Fighting,False,False,Ground,Dragon,Gen-5,180,35,False,15,,False,348
560,Scrafty,1.1,30.0,65,90,115,45,115,58,Dark,Fighting,False,False,Ground,Dragon,Gen-5,90,70,False,15,,False,488
561,Sigilyph,1.4,14.0,72,58,80,103,80,97,Psychic,Flying,False,False,Flying,,Gen-5,45,70,False,20,,False,490
562,Yamask,0.5,1.5,38,30,85,55,65,30,Ghost,,False,False,Mineral,Indeterminate,Gen-5,190,70,False,25,,False,303
563,Cofagrigus,1.7,76.5,58,50,145,95,105,30,Ghost,,False,False,Mineral,Indeterminate,Gen-5,90,70,False,25,,False,483
564,Tirtouga,0.7,16.5,54,78,103,53,45,22,Water,Rock,False,False,Water1,Water3,Gen-5,45,70,False,30,,False,355
565,Carracosta,1.2,81.0,74,108,133,83,65,32,Water,Rock,False,False,Water1,Water3,Gen-5,45,70,False,30,,False,495
566,Archen,0.5,9.5,55,112,45,74,45,70,Rock,Flying,False,False,Flying,Water3,Gen-5,45,70,False,30,,False,401
567,Archeops,1.4,32.0,75,140,65,112,65,110,Rock,Flying,False,False,Flying,Water3,Gen-5,45,70,False,30,,False,567
568,Trubbish,0.6,31.0,50,50,62,40,62,65,Poison,,False,False,Mineral,,Gen-5,190,70,False,20,,False,329
569,Garbodor,1.9,107.3,80,95,82,60,82,75,Poison,,False,False,Mineral,,Gen-5,60,70,False,20,,False,474
570,Zorua,0.7,12.5,40,65,40,80,40,65,Dark,,False,False,Ground,,Gen-5,75,70,False,25,,False,330
571,Zoroark,1.6,81.1,60,105,60,120,60,105,Dark,,False,False,Ground,,Gen-5,45,70,False,20,,False,510
572,Minccino,0.4,5.8,55,50,40,40,40,75,Normal,,False,False,Ground,,Gen-5,255,70,False,15,,False,300
573,Cinccino,0.5,7.5,75,95,60,65,60,115,Normal,,False,False,Ground,,Gen-5,60,70,False,15,,False,470
574,Gothita,0.4,5.8,45,30,50,55,65,45,Psychic,,False,False,Humanshape,,Gen-5,200,70,False,20,,False,290
575,Gothorita,0.7,18.0,60,45,70,75,85,55,Psychic,,False,False,Humanshape,,Gen-5,100,70,False,20,,False,390
576,Gothitelle,1.5,44.0,70,55,95,95,110,65,Psychic,,False,False,Humanshape,,Gen-5,50,70,False,20,,False,490
577,Solosis,0.3,1.0,45,30,40,105,50,20,Psychic,,False,False,Indeterminate,,Gen-5,200,70,False,20,,False,290
578,Duosion,0.6,8.0,65,40,50,125,60,30,Psychic,,False,False,Indeterminate,,Gen-5,100,70,False,20,,False,370
579,Reuniclus,1.0,20.1,110,65,75,125,85,30,Psychic,,False,False,Indeterminate,,Gen-5,50,70,False,20,,False,490
580,Ducklett,0.5,5.5,62,44,50,44,50,55,Water,Flying,False,False,Water1,Flying,Gen-5,190,70,False,20,,False,305
581,Swanna,1.3,24.2,75,87,63,87,63,98,Water,Flying,False,False,Water1,Flying,Gen-5,45,70,False,20,,False,473
582,Vanillite,0.4,5.7,36,50,50,65,60,44,Ice,,False,False,Mineral,,Gen-5,255,70,False,20,,False,305
583,Vanillish,1.1,41.0,51,65,65,80,75,59,Ice,,False,False,Mineral,,Gen-5,120,70,False,20,,False,395
584,Vanilluxe,1.3,57.5,71,95,85,110,95,79,Ice,,False,False,Mineral,,Gen-5,45,70,False,20,,False,535
585,Deerling,0.6,19.5,60,60,50,40,50,75,Normal,Grass,False,False,Ground,,Gen-5,190,70,False,20,,False,335
586,Sawsbuck,1.9,92.5,80,100,70,60,70,95,Normal,Grass,False,False,Ground,,Gen-5,75,70,False,20,,False,475
587,Emolga,0.4,5.0,55,75,60,75,60,103,Electric,Flying,False,False,Ground,,Gen-5,200,70,False,20,,False,428
588,Karrablast,0.5,5.9,50,75,45,40,45,60,Bug,,False,False,Bug,,Gen-5,200,70,False,15,,False,315
589,Escavalier,1.0,33.0,70,135,105,60,105,20,Bug,Steel,False,False,Bug,,Gen-5,75,70,False,15,,False,495
590,Foongus,0.2,1.0,69,55,45,55,55,15,Grass,Poison,False,False,Plant,,Gen-5,190,70,False,20,,False,294
591,Amoonguss,0.6,10.5,114,85,70,85,80,30,Grass,Poison,False,False,Plant,,Gen-5,75,70,False,20,,False,464
592,Frillish,1.2,33.0,55,40,50,65,85,40,Water,Ghost,False,False,Indeterminate,,Gen-5,190,70,False,20,,False,335
593,Jellicent,2.2,135.0,100,60,70,85,105,60,Water,Ghost,False,False,Indeterminate,,Gen-5,60,70,False,20,,False,480
594,Alomomola,1.2,31.6,165,75,80,40,45,65,Water,,False,False,Water1,Water2,Gen-5,75,70,False,40,,False,470
595,Joltik,0.1,0.6,50,47,50,57,50,65,Bug,Electric,False,False,Bug,,Gen-5,190,70,False,20,,False,319
596,Galvantula,0.8,14.3,70,77,60,97,60,108,Bug,Electric,False,False,Bug,,Gen-5,75,70,False,20,,False,472
597,Ferroseed,0.6,18.8,44,50,91,24,86,10,Grass,Steel,False,False,Plant,Mineral,Gen-5,255,70,False,20,,False,305
598,Ferrothorn,1.0,110.0,74,94,131,54,116,20,Grass,Steel,False,False,Plant,Mineral,Gen-5,90,70,False,20,,False,489
599,Klink,0.3,21.0,40,55,70,45,60,30,Steel,,False,False,Mineral,,Gen-5,130,70,False,20,,False,300
600,Klang,0.6,51.0,60,80,95,70,85,50,Steel,,False,False,Mineral,,Gen-5,60,70,False,20,,False,440
601,Klinklang,0.6,81.0,60,100,115,70,85,90,Steel,,False,False,Mineral,,Gen-5,30,70,False,20,,False,520
602,Tynamo,0.2,0.3,35,55,40,45,40,60,Electric,,False,False,Indeterminate,,Gen-5,190,70,False,20,,False,275
603,Eelektrik,1.2,22.0,65,85,70,75,70,40,Electric,,False,False,Indeterminate,,Gen-5,60,70,False,20,,False,405
604,Eelektross,2.1,80.5,85,115,80,105,80,50,Electric,,False,False,Indeterminate,,Gen-5,30,70,False,20,,False,515
605,Elgyem,0.5,9.0,55,55,55,85,55,30,Psychic,,False,False,Humanshape,,Gen-5,255,70,False,20,,False,335
606,Beheeyem,1.0,34.5,75,75,75,125,95,40,Psychic,,False,False,Humanshape,,Gen-5,90,70,False,20,,False,485
607,Litwick,0.3,3.1,50,30,55,65,55,20,Ghost,Fire,False,False,Indeterminate,,Gen-5,190,70,False,20,,False,275
608,Lampent,0.6,13.0,60,40,60,95,60,55,Ghost,Fire,False,False,Indeterminate,,Gen-5,90,70,False,20,,False,370
609,Chandelure,1.0,34.3,60,55,90,145,90,80,Ghost,Fire,False,False,Indeterminate,,Gen-5,45,70,False,20,,False,520
610,Axew,0.6,18.0,46,87,60,30,40,57,Dragon,,False,False,Monster,Dragon,Gen-5,75,35,False,40,,False,320
611,Fraxure,1.0,36.0,66,117,70,40,50,67,Dragon,,False,False,Monster,Dragon,Gen-5,60,35,False,40,,False,410
612,Haxorus,1.8,105.5,76,147,90,60,70,97,Dragon,,False,False,Monster,Dragon,Gen-5,45,35,False,40,,False,540
613,Cubchoo,0.5,8.5,55,70,40,60,40,40,Ice,,False,False,Ground,,Gen-5,120,70,False,20,,False,305
614,Beartic,2.6,260.0,95,130,80,70,80,50,Ice,,False,False,Ground,,Gen-5,60,70,False,20,,False,505
615,Cryogonal,1.1,148.0,80,50,50,95,135,105,Ice,,False,False,Mineral,,Gen-5,25,70,False,25,,False,515
616,Shelmet,0.4,7.7,50,40,85,40,65,25,Bug,,False,False,Bug,,Gen-5,200,70,False,15,,False,305
617,Accelgor,0.8,25.3,80,70,40,100,60,145,Bug,,False,False,Bug,,Gen-5,75,70,False,15,,False,495
618,Stunfisk,0.7,11.0,109,66,84,81,99,32,Ground,Electric,False,False,Water1,Indeterminate,Gen-5,75,70,False,20,,False,471
619,Mienfoo,0.9,20.0,45,85,50,55,50,65,Fighting,,False,False,Ground,Humanshape,Gen-5,180,70,False,25,,False,350
620,Mienshao,1.4,35.5,65,125,60,95,60,105,Fighting,,False,False,Ground,Humanshape,Gen-5,45,70,False,25,,False,510
621,Druddigon,1.6,139.0,77,120,90,60,90,48,Dragon,,False,False,Dragon,Monster,Gen-5,45,70,False,30,,False,485
622,Golett,1.0,92.0,59,74,50,35,50,35,Ground,Ghost,False,False,Mineral,,Gen-5,190,70,False,25,,False,303
623,Golurk,2.8,330.0,89,124,80,55,80,55,Ground,Ghost,False,False,Mineral,,Gen-5,90,70,False,25,,False,483
624,Pawniard,0.5,10.2,45,85,70,40,40,60,Dark,Steel,False,False,Humanshape,,Gen-5,120,35,False,20,,False,340
625,Bisharp,1.6,70.0,65,125,100,60,70,70,Dark,Steel,False,False,Humanshape,,Gen-5,45,35,False,20,,False,490
626,Bouffalant,1.6,94.6,95,110,95,40,95,55,Normal,,False,False,Ground,,Gen-5,45,70,False,20,,False,490
627,Rufflet,0.5,10.5,70,83,50,37,50,60,Normal,Flying,False,False,Flying,,Gen-5,190,70,False,20,,False,350
628,Braviary,1.5,41.0,100,123,75,57,75,80,Normal,Flying,False,False,Flying,,Gen-5,60,70,False,20,,False,510
629,Vullaby,0.5,9.0,70,55,75,45,65,60,Dark,Flying,False,False,Flying,,Gen-5,190,35,False,20,,False,370
630,Mandibuzz,1.2,39.5,110,65,105,55,95,80,Dark,Flying,False,False,Flying,,Gen-5,60,35,False,20,,False,510
631,Heatmor,1.4,58.0,85,97,66,105,66,65,Fire,,False,False,Ground,,Gen-5,90,70,False,20,,False,484
632,Durant,0.3,33.0,58,109,112,48,48,109,Bug,Steel,False,False,Bug,,Gen-5,90,70,False,20,,False,484
633,Deino,0.8,17.3,52,65,50,45,50,38,Dark,Dragon,False,False,Dragon,,Gen-5,45,35,False,40,,False,300
634,Zweilous,1.4,50.0,72,85,70,65,70,58,Dark,Dragon,False,False,Dragon,,Gen-5,45,35,False,40,,False,420
635,Hydreigon,1.8,160.0,92,105,90,125,90,98,Dark,Dragon,False,False,Dragon,,Gen-5,45,35,False,40,,True,600
636,Larvesta,1.1,28.8,55,85,55,50,55,60,Bug,Fire,False,False,Bug,,Gen-5,45,70,False,40,,False,360
637,Volcarona,1.6,46.0,85,60,65,135,105,100,Bug,Fire,False,False,Bug,,Gen-5,15,70,False,40,,False,550
638,Cobalion,2.1,250.0,91,90,129,90,72,108,Steel,Fighting,True,False,No-eggs,,Gen-5,3,35,False,80,,False,580
639,Terrakion,1.9,260.0,91,129,90,72,90,108,Rock,Fighting,True,False,No-eggs,,Gen-5,3,35,False,80,,False,580
640,Virizion,2.0,200.0,91,90,72,90,129,108,Grass,Fighting,True,False,No-eggs,,Gen-5,3,35,False,80,,False,580
641,Tornadus-incarnate,1.5,63.0,79,115,70,125,80,111,Flying,,True,False,No-eggs,,Gen-5,3,90,False,120,,False,580
642,Thundurus-incarnate,1.5,61.0,79,115,70,125,80,111,Electric,Flying,True,False,No-eggs,,Gen-5,3,90,False,120,,False,580
643,Reshiram,3.2,330.0,100,120,100,150,120,90,Dragon,Fire,True,False,No-eggs,,Gen-5,3,0,False,120,,False,680
644,Zekrom,2.9,345.0,100,150,120,120,100,90,Dragon,Electric,True,False,No-eggs,,Gen-5,3,0,False,120,,False,680
645,Landorus-incarnate,1.5,68.0,89,125,90,115,80,101,Ground,Flying,True,False,No-eggs,,Gen-5,3,90,False,120,,True,600
